Fiscal Season,SeasonDesc,Fiscal Year,Fiscal Week,Day,Dayofweek,Class,ClassDesc,Location,Locdesc,SalesU,SalesD
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,10,SUNGLASSES,2061,TIMES SQUARE,2,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,15,FASHION ACCESSORIES,2061,TIMES SQUARE,1,18
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,18,HATS,2061,TIMES SQUARE,1,12
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,25,FASHION JEWELRY,2061,TIMES SQUARE,-1,-35
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,26,NECKLACES,2061,TIMES SQUARE,11,231
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,27,SUNGLASSES,2061,TIMES SQUARE,3,63
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,28,LS SOLID CASUAL SHIRTS,2061,TIMES SQUARE,2,100
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,10,416
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,31,HEELS,2061,TIMES SQUARE,4,212
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,41,BOOTS,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,42,WEDGES,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,50,BRACELETS,2061,TIMES SQUARE,7,114
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,76,EARRINGS,2061,TIMES SQUARE,16,227
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,84,RINGS,2061,TIMES SQUARE,4,80
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,89,LARGE,2061,TIMES SQUARE,1,40
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,91,RELAXED,2061,TIMES SQUARE,1,80
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,92,FLATS,2061,TIMES SQUARE,4,136
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,99,SMALL,2061,TIMES SQUARE,1,20
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,102,BELTS,2061,TIMES SQUARE,5,160
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,103,SCARVES,2061,TIMES SQUARE,7,194
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,105,COLDWEAR,2061,TIMES SQUARE,5,91
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,116,FASHION ACCESSORIES,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,117,SOCKS,2061,TIMES SQUARE,3,33
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,118,HATS,2061,TIMES SQUARE,1,50
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,119,TIGHTS,2061,TIMES SQUARE,5,76
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,176,LS PATTERN CASUAL SHIRTS,2061,TIMES SQUARE,4,188
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,177,CREW NECKS,2061,TIMES SQUARE,1,24
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,180,CARDIGANS,2061,TIMES SQUARE,3,196
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,211,CROPS,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,275,CLASSIC,2061,TIMES SQUARE,6,313
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,281,SS TEES,2061,TIMES SQUARE,35,603
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,284,SLIM,2061,TIMES SQUARE,5,414
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,300,KNIT,2061,TIMES SQUARE,5,167
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,301,WOVEN,2061,TIMES SQUARE,1,50
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,304,TREND,2061,TIMES SQUARE,6,379
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,307,SLIM,2061,TIMES SQUARE,4,224
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,324,RELAXED,2061,TIMES SQUARE,-1,-59
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,325,WOOL BLEND PANTS,2061,TIMES SQUARE,4,386
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,332,SKINNY,2061,TIMES SQUARE,3,291
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,353,FLAT FRONT,2061,TIMES SQUARE,2,80
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,375,TANKS,2061,TIMES SQUARE,17,253
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,398,NOVELTY NECKS,2061,TIMES SQUARE,3,164
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,403,CLASSIC,2061,TIMES SQUARE,1,12
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,410,WOOL,2061,TIMES SQUARE,3,270
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,423,BOTTOMS,2061,TIMES SQUARE,-13,-99
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,435,WOOL BLEND JACKETS,2061,TIMES SQUARE,0,138
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,437,COTTON BLEND JACKETS,2061,TIMES SQUARE,1,178
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,453,FOOTWEAR,2061,TIMES SQUARE,2,143
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,454,BELTS,2061,TIMES SQUARE,1,40
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,456,MENS FRAGRANCE,2061,TIMES SQUARE,2,75
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,458,TIES,2061,TIMES SQUARE,11,376
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,460,SOCKS,2061,TIMES SQUARE,23,138
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,477,SS TEES,2061,TIMES SQUARE,21,435
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,504,POLOS,2061,TIMES SQUARE,10,240
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,505,TOPS,2061,TIMES SQUARE,6,116
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,532,FLEECE,2061,TIMES SQUARE,8,228
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,573,LS TEES,2061,TIMES SQUARE,14,356
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,584,V NECKS,2061,TIMES SQUARE,2,29
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,587,DENIM,2061,TIMES SQUARE,3,150
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,603,LS PATTERN DRESS SHIRTS,2061,TIMES SQUARE,34,"1,108"
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,610,VESTS,2061,TIMES SQUARE,2,207
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,621,COTTON,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,628,TANKS,2061,TIMES SQUARE,19,431
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,634,SS TEES,2061,TIMES SQUARE,13,227
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,637,CAMIS,2061,TIMES SQUARE,4,96
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,641,CAMIS,2061,TIMES SQUARE,26,306
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,647,SS TEES,2061,TIMES SQUARE,16,294
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,650,111 BODYSUITS,2061,TIMES SQUARE,2,41
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,663,FASHION SUITING,2061,TIMES SQUARE,2,109
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,666,LS TEES,2061,TIMES SQUARE,10,396
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,677,DRESSY SEPARATES,2061,TIMES SQUARE,6,364
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,695,CASUAL SEPARATES,2061,TIMES SQUARE,5,416
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,697,LEGGING,2061,TIMES SQUARE,11,358
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,702,WIDE LEG,2061,TIMES SQUARE,1,46
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,715,FLARE,2061,TIMES SQUARE,3,96
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,719,LEGGING,2061,TIMES SQUARE,26,"1,495"
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,720,SKINNY,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,724,BARELY BOOT,2061,TIMES SQUARE,7,393
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,739,LONG,2061,TIMES SQUARE,5,315
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,743,WIDE LEG,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,744,FLARE,2061,TIMES SQUARE,1,55
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,745,ANKLES,2061,TIMES SQUARE,11,589
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,748,STRAIGHT,2061,TIMES SQUARE,6,220
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,765,PARTY/GOING OUT,2061,TIMES SQUARE,1,18
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,766,WEAR TO WORK,2061,TIMES SQUARE,2,80
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,773,DAY/OCCASION,2061,TIMES SQUARE,6,283
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,780,WEAR TO WORK,2061,TIMES SQUARE,10,326
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,782,DAY/OCCASION,2061,TIMES SQUARE,5,162
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,785,DAY/CASUAL,2061,TIMES SQUARE,20,875
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,787,SWEATER DRESSES,2061,TIMES SQUARE,2,54
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,790,EVENING OCCASION,2061,TIMES SQUARE,1,42
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,792,PARTY/GOING OUT,2061,TIMES SQUARE,9,606
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,807,TANKS,2061,TIMES SQUARE,12,121
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,821,DAY/CASUAL,2061,TIMES SQUARE,8,208
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,826,PULLOVERS,2061,TIMES SQUARE,13,337
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,836,SWEATER COATS,2061,TIMES SQUARE,2,60
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,837,TUNICS,2061,TIMES SQUARE,12,477
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,841,COVER-UPS,2061,TIMES SQUARE,15,520
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,862,SS BLOUSES,2061,TIMES SQUARE,21,533
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,863,BARE,2061,TIMES SQUARE,17,380
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,865,LS BLOUSES,2061,TIMES SQUARE,5,135
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,874,SLEEVELESS SHIRTS,2061,TIMES SQUARE,2,67
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,880,LEATHER/FAUX LEATHER,2061,TIMES SQUARE,4,472
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,892,NYLON,2061,TIMES SQUARE,1,98
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,894,WOOL,2061,TIMES SQUARE,2,168
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,902,FUR,2061,TIMES SQUARE,1,78
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,908,CROPS,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,924,CROPS,2061,TIMES SQUARE,3,150
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,939,BLAZERS,2061,TIMES SQUARE,4,240
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,946,SS TEES,2061,TIMES SQUARE,24,410
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,959,CARDIGANS,2061,TIMES SQUARE,2,13
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,961,LS TEES,2061,TIMES SQUARE,29,430
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,964,COVER-UPS,2061,TIMES SQUARE,1,12
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,970,LS SHIRTS,2061,TIMES SQUARE,37,"1,131"
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,972,LS SHIRTS,2061,TIMES SQUARE,11,617
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,975,SS BLOUSES,2061,TIMES SQUARE,1,50
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,976,BARE,2061,TIMES SQUARE,4,160
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,978,LS BLOUSES,2061,TIMES SQUARE,5,119
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,987,FLAT SANDALS,2061,TIMES SQUARE,2,90
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,989,COLOR,2061,TIMES SQUARE,3,19
20161,Spring 2016,2016,2/6/2016,1/31/2016,Sunday,991,WOMENS FRAGRANCE,2061,TIMES SQUARE,2,99
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,10,SUNGLASSES,2061,TIMES SQUARE,3,72
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,15,FASHION ACCESSORIES,2061,TIMES SQUARE,2,24
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,18,HATS,2061,TIMES SQUARE,3,48
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,26,NECKLACES,2061,TIMES SQUARE,13,288
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,27,SUNGLASSES,2061,TIMES SQUARE,-1,-6
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,28,LS SOLID CASUAL SHIRTS,2061,TIMES SQUARE,2,100
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,14,441
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,31,HEELS,2061,TIMES SQUARE,4,77
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,41,BOOTS,2061,TIMES SQUARE,4,147
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,42,WEDGES,2061,TIMES SQUARE,2,88
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,50,BRACELETS,2061,TIMES SQUARE,1,23
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,76,EARRINGS,2061,TIMES SQUARE,5,87
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,92,FLATS,2061,TIMES SQUARE,2,58
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,95,MEDIUM,2061,TIMES SQUARE,2,55
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,99,SMALL,2061,TIMES SQUARE,1,20
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,102,BELTS,2061,TIMES SQUARE,3,92
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,103,SCARVES,2061,TIMES SQUARE,3,66
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,105,COLDWEAR,2061,TIMES SQUARE,4,68
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,117,SOCKS,2061,TIMES SQUARE,1,9
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,118,HATS,2061,TIMES SQUARE,1,35
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,119,TIGHTS,2061,TIMES SQUARE,10,143
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,180,CARDIGANS,2061,TIMES SQUARE,0,-38
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,211,CROPS,2061,TIMES SQUARE,0,-14
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,275,CLASSIC,2061,TIMES SQUARE,1,42
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,281,SS TEES,2061,TIMES SQUARE,9,157
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,284,SLIM,2061,TIMES SQUARE,5,215
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,300,KNIT,2061,TIMES SQUARE,2,37
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,301,WOVEN,2061,TIMES SQUARE,1,65
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,304,TREND,2061,TIMES SQUARE,-1,0
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,307,SLIM,2061,TIMES SQUARE,2,105
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,325,WOOL BLEND PANTS,2061,TIMES SQUARE,2,211
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,327,COTTON BLEND PANTS,2061,TIMES SQUARE,2,166
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,332,SKINNY,2061,TIMES SQUARE,4,288
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,375,TANKS,2061,TIMES SQUARE,23,402
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,398,NOVELTY NECKS,2061,TIMES SQUARE,1,88
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,410,WOOL,2061,TIMES SQUARE,2,210
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,423,BOTTOMS,2061,TIMES SQUARE,5,60
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,435,WOOL BLEND JACKETS,2061,TIMES SQUARE,-1,-90
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,454,BELTS,2061,TIMES SQUARE,6,189
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,456,MENS FRAGRANCE,2061,TIMES SQUARE,2,60
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,458,TIES,2061,TIMES SQUARE,6,218
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,460,SOCKS,2061,TIMES SQUARE,20,129
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,477,SS TEES,2061,TIMES SQUARE,10,303
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,504,POLOS,2061,TIMES SQUARE,15,490
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,505,TOPS,2061,TIMES SQUARE,8,116
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,532,FLEECE,2061,TIMES SQUARE,4,78
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,552,LS TEES,2061,TIMES SQUARE,2,53
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,573,LS TEES,2061,TIMES SQUARE,11,250
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,584,V NECKS,2061,TIMES SQUARE,1,18
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,587,DENIM,2061,TIMES SQUARE,2,110
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,600,COLDWEAR,2061,TIMES SQUARE,1,12
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,603,LS PATTERN DRESS SHIRTS,2061,TIMES SQUARE,27,"1,056"
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,621,COTTON,2061,TIMES SQUARE,1,133
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,628,TANKS,2061,TIMES SQUARE,24,559
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,634,SS TEES,2061,TIMES SQUARE,6,99
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,637,CAMIS,2061,TIMES SQUARE,1,23
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,641,CAMIS,2061,TIMES SQUARE,22,337
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,643,111 SWEATSHIRTS,2061,TIMES SQUARE,1,12
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,644,111 BRALETTES,2061,TIMES SQUARE,2,34
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,647,SS TEES,2061,TIMES SQUARE,7,196
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,650,111 BODYSUITS,2061,TIMES SQUARE,2,55
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,666,LS TEES,2061,TIMES SQUARE,7,269
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,673,CROPS,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,674,CORE SUITING,2061,TIMES SQUARE,1,128
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,677,DRESSY SEPARATES,2061,TIMES SQUARE,5,445
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,695,CASUAL SEPARATES,2061,TIMES SQUARE,1,132
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,697,LEGGING,2061,TIMES SQUARE,11,360
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,700,BARELY BOOT,2061,TIMES SQUARE,6,325
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,715,FLARE,2061,TIMES SQUARE,3,196
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,719,LEGGING,2061,TIMES SQUARE,27,"1,424"
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,720,SKINNY,2061,TIMES SQUARE,4,270
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,724,BARELY BOOT,2061,TIMES SQUARE,5,314
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,739,LONG,2061,TIMES SQUARE,2,124
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,743,WIDE LEG,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,744,FLARE,2061,TIMES SQUARE,3,158
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,745,ANKLES,2061,TIMES SQUARE,2,130
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,746,LEGGING,2061,TIMES SQUARE,-1,-30
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,748,STRAIGHT,2061,TIMES SQUARE,2,60
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,765,PARTY/GOING OUT,2061,TIMES SQUARE,1,42
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,766,WEAR TO WORK,2061,TIMES SQUARE,2,120
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,773,DAY/OCCASION,2061,TIMES SQUARE,1,50
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,780,WEAR TO WORK,2061,TIMES SQUARE,3,178
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,782,DAY/OCCASION,2061,TIMES SQUARE,16,899
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,785,DAY/CASUAL,2061,TIMES SQUARE,15,557
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,787,SWEATER DRESSES,2061,TIMES SQUARE,0,12
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,790,EVENING OCCASION,2061,TIMES SQUARE,-2,-240
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,792,PARTY/GOING OUT,2061,TIMES SQUARE,15,827
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,807,TANKS,2061,TIMES SQUARE,10,82
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,821,DAY/CASUAL,2061,TIMES SQUARE,3,143
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,826,PULLOVERS,2061,TIMES SQUARE,9,191
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,836,SWEATER COATS,2061,TIMES SQUARE,2,60
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,837,TUNICS,2061,TIMES SQUARE,12,351
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,841,COVER-UPS,2061,TIMES SQUARE,6,42
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,862,SS BLOUSES,2061,TIMES SQUARE,13,360
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,863,BARE,2061,TIMES SQUARE,16,470
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,865,LS BLOUSES,2061,TIMES SQUARE,8,322
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,880,LEATHER/FAUX LEATHER,2061,TIMES SQUARE,5,529
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,881,COTTON/COTTON BLEND,2061,TIMES SQUARE,1,78
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,894,WOOL,2061,TIMES SQUARE,0,13
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,939,BLAZERS,2061,TIMES SQUARE,0,-26
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,946,SS TEES,2061,TIMES SQUARE,20,298
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,961,LS TEES,2061,TIMES SQUARE,16,202
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,970,LS SHIRTS,2061,TIMES SQUARE,26,922
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,972,LS SHIRTS,2061,TIMES SQUARE,8,437
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,976,BARE,2061,TIMES SQUARE,1,40
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,978,LS BLOUSES,2061,TIMES SQUARE,6,146
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,987,FLAT SANDALS,2061,TIMES SQUARE,1,14
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,989,COLOR,2061,TIMES SQUARE,4,16
20161,Spring 2016,2016,2/6/2016,2/1/2016,Monday,991,WOMENS FRAGRANCE,2061,TIMES SQUARE,2,100
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,10,SUNGLASSES,2061,TIMES SQUARE,3,90
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,18,HATS,2061,TIMES SQUARE,1,9
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,26,NECKLACES,2061,TIMES SQUARE,5,117
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,27,SUNGLASSES,2061,TIMES SQUARE,6,146
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,17,734
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,31,HEELS,2061,TIMES SQUARE,1,117
20161,Spring 2016,2016,2/6/2016,2/2/2016,Tuesday,41,BOOTS,2061,TIMES SQUARE,8,216
