Fiscal Season,SeasonDesc,Fiscal Year,Fiscal Week,Day,Dayofweek,Class,ClassDesc,Location,Locdesc,SalesU,SalesD
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,25,FASHION JEWELRY,2061,TIMES SQUARE,1,40
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,26,NECKLACES,2061,TIMES SQUARE,29,675
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,27,SUNGLASSES,2061,TIMES SQUARE,4,120
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,28,LS SOLID CASUAL SHIRTS,2061,TIMES SQUARE,4,210
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,25,899
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,31,HEELS,2061,TIMES SQUARE,7,332
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,41,BOOTS,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,42,WEDGES,2061,TIMES SQUARE,2,110
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,50,BRACELETS,2061,TIMES SQUARE,19,285
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,76,EARRINGS,2061,TIMES SQUARE,37,557
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,84,RINGS,2061,TIMES SQUARE,7,108
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,89,LARGE,2061,TIMES SQUARE,2,84
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,91,RELAXED,2061,TIMES SQUARE,1,18
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,92,FLATS,2061,TIMES SQUARE,4,155
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,95,MEDIUM,2061,TIMES SQUARE,2,70
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,99,SMALL,2061,TIMES SQUARE,4,78
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,102,BELTS,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,103,SCARVES,2061,TIMES SQUARE,8,198
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,105,COLDWEAR,2061,TIMES SQUARE,5,87
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,117,SOCKS,2061,TIMES SQUARE,3,19
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,118,HATS,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,119,TIGHTS,2061,TIMES SQUARE,10,175
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,169,SS PATTERN SHIRTS,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,176,LS PATTERN CASUAL SHIRTS,2061,TIMES SQUARE,6,329
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,177,CREW NECKS,2061,TIMES SQUARE,2,47
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,178,MOCK NECKS,2061,TIMES SQUARE,2,69
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,180,CARDIGANS,2061,TIMES SQUARE,5,239
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,211,CROPS,2061,TIMES SQUARE,6,233
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,275,CLASSIC,2061,TIMES SQUARE,2,131
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,281,SS TEES,2061,TIMES SQUARE,14,303
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,284,SLIM,2061,TIMES SQUARE,4,216
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,300,KNIT,2061,TIMES SQUARE,2,72
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,301,WOVEN,2061,TIMES SQUARE,4,215
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,304,TREND,2061,TIMES SQUARE,7,204
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,307,SLIM,2061,TIMES SQUARE,0,37
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,308,CHINO,2061,TIMES SQUARE,5,296
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,325,WOOL BLEND PANTS,2061,TIMES SQUARE,0,-91
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,327,COTTON BLEND PANTS,2061,TIMES SQUARE,2,129
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,332,SKINNY,2061,TIMES SQUARE,4,294
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,353,FLAT FRONT,2061,TIMES SQUARE,4,189
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,375,TANKS,2061,TIMES SQUARE,23,443
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,398,NOVELTY NECKS,2061,TIMES SQUARE,6,202
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,410,WOOL,2061,TIMES SQUARE,7,699
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,435,WOOL BLEND JACKETS,2061,TIMES SQUARE,4,530
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,437,COTTON BLEND JACKETS,2061,TIMES SQUARE,1,145
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,452,W WATCHES,2061,TIMES SQUARE,1,3
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,453,FOOTWEAR,2061,TIMES SQUARE,5,454
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,454,BELTS,2061,TIMES SQUARE,6,234
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,456,MENS FRAGRANCE,2061,TIMES SQUARE,4,128
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,458,TIES,2061,TIMES SQUARE,19,539
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,460,SOCKS,2061,TIMES SQUARE,5,36
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,476,EXTRA SLIM,2061,TIMES SQUARE,3,201
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,477,SS TEES,2061,TIMES SQUARE,6,160
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,480,LS TEES,2061,TIMES SQUARE,0,-1
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,504,POLOS,2061,TIMES SQUARE,10,292
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,505,TOPS,2061,TIMES SQUARE,11,204
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,532,FLEECE,2061,TIMES SQUARE,4,179
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,554,COVER-UPS,2061,TIMES SQUARE,1,32
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,555,BRAS,2061,TIMES SQUARE,4,63
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,573,LS TEES,2061,TIMES SQUARE,5,145
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,584,V NECKS,2061,TIMES SQUARE,3,66
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,587,DENIM,2061,TIMES SQUARE,2,83
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,600,COLDWEAR,2061,TIMES SQUARE,0,0
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,603,LS PATTERN DRESS SHIRTS,2061,TIMES SQUARE,15,617
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,610,VESTS,2061,TIMES SQUARE,3,160
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,621,COTTON,2061,TIMES SQUARE,2,108
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,628,TANKS,2061,TIMES SQUARE,26,718
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,634,SS TEES,2061,TIMES SQUARE,14,344
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,637,CAMIS,2061,TIMES SQUARE,5,162
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,641,CAMIS,2061,TIMES SQUARE,29,482
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,643,111 SWEATSHIRTS,2061,TIMES SQUARE,2,65
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,644,111 BRALETTES,2061,TIMES SQUARE,5,90
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,647,SS TEES,2061,TIMES SQUARE,8,176
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,650,111 BODYSUITS,2061,TIMES SQUARE,10,230
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,663,FASHION SUITING,2061,TIMES SQUARE,1,83
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,666,LS TEES,2061,TIMES SQUARE,9,353
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,670,BOOT,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,681,TOPS,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,683,BOTTOMS,2061,TIMES SQUARE,2,56
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,695,CASUAL SEPARATES,2061,TIMES SQUARE,3,159
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,697,LEGGING,2061,TIMES SQUARE,21,754
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,698,FLARE,2061,TIMES SQUARE,1,40
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,700,BARELY BOOT,2061,TIMES SQUARE,2,101
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,715,FLARE,2061,TIMES SQUARE,2,66
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,716,ANKLES,2061,TIMES SQUARE,3,36
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,719,LEGGING,2061,TIMES SQUARE,40,"2,194"
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,724,BARELY BOOT,2061,TIMES SQUARE,4,238
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,739,LONG,2061,TIMES SQUARE,5,170
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,743,WIDE LEG,2061,TIMES SQUARE,5,274
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,744,FLARE,2061,TIMES SQUARE,1,42
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,745,ANKLES,2061,TIMES SQUARE,4,169
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,747,SKINNY,2061,TIMES SQUARE,1,52
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,748,STRAIGHT,2061,TIMES SQUARE,4,202
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,765,PARTY/GOING OUT,2061,TIMES SQUARE,6,219
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,766,WEAR TO WORK,2061,TIMES SQUARE,7,389
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,773,DAY/OCCASION,2061,TIMES SQUARE,2,112
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,780,WEAR TO WORK,2061,TIMES SQUARE,7,411
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,782,DAY/OCCASION,2061,TIMES SQUARE,11,578
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,785,DAY/CASUAL,2061,TIMES SQUARE,38,"1,664"
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,787,SWEATER DRESSES,2061,TIMES SQUARE,-2,-80
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,790,EVENING OCCASION,2061,TIMES SQUARE,0,60
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,792,PARTY/GOING OUT,2061,TIMES SQUARE,17,957
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,807,TANKS,2061,TIMES SQUARE,6,72
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,809,LS TEES,2061,TIMES SQUARE,2,50
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,821,DAY/CASUAL,2061,TIMES SQUARE,7,306
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,826,PULLOVERS,2061,TIMES SQUARE,7,254
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,836,SWEATER COATS,2061,TIMES SQUARE,1,8
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,837,TUNICS,2061,TIMES SQUARE,7,276
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,841,COVER-UPS,2061,TIMES SQUARE,7,227
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,862,SS BLOUSES,2061,TIMES SQUARE,20,548
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,863,BARE,2061,TIMES SQUARE,19,608
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,864,SS SHIRTS,2061,TIMES SQUARE,3,126
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,865,LS BLOUSES,2061,TIMES SQUARE,2,96
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,870,TANKS,2061,TIMES SQUARE,9,171
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,874,SLEEVELESS SHIRTS,2061,TIMES SQUARE,8,280
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,880,LEATHER/FAUX LEATHER,2061,TIMES SQUARE,2,178
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,881,COTTON/COTTON BLEND,2061,TIMES SQUARE,4,376
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,892,NYLON,2061,TIMES SQUARE,2,-8
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,894,WOOL,2061,TIMES SQUARE,4,304
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,908,CROPS,2061,TIMES SQUARE,2,143
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,924,CROPS,2061,TIMES SQUARE,1,38
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,939,BLAZERS,2061,TIMES SQUARE,1,198
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,946,SS TEES,2061,TIMES SQUARE,8,156
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,961,LS TEES,2061,TIMES SQUARE,13,241
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,964,COVER-UPS,2061,TIMES SQUARE,2,49
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,970,LS SHIRTS,2061,TIMES SQUARE,22,779
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,972,LS SHIRTS,2061,TIMES SQUARE,15,753
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,975,SS BLOUSES,2061,TIMES SQUARE,1,50
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,976,BARE,2061,TIMES SQUARE,1,40
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,978,LS BLOUSES,2061,TIMES SQUARE,5,163
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,987,FLAT SANDALS,2061,TIMES SQUARE,4,127
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,989,COLOR,2061,TIMES SQUARE,8,46
20161,Spring 2016,2016,2/27/2016,2/26/2016,Friday,991,WOMENS FRAGRANCE,2061,TIMES SQUARE,6,191
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,10,SUNGLASSES,2061,TIMES SQUARE,2,53
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,18,HATS,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,26,NECKLACES,2061,TIMES SQUARE,21,437
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,27,SUNGLASSES,2061,TIMES SQUARE,9,210
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,28,LS SOLID CASUAL SHIRTS,2061,TIMES SQUARE,7,265
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,20,697
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,31,HEELS,2061,TIMES SQUARE,12,692
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,41,BOOTS,2061,TIMES SQUARE,2,106
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,42,WEDGES,2061,TIMES SQUARE,2,89
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,50,BRACELETS,2061,TIMES SQUARE,11,185
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,76,EARRINGS,2061,TIMES SQUARE,17,218
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,84,RINGS,2061,TIMES SQUARE,3,51
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,89,LARGE,2061,TIMES SQUARE,1,60
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,91,RELAXED,2061,TIMES SQUARE,1,18
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,92,FLATS,2061,TIMES SQUARE,3,87
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,95,MEDIUM,2061,TIMES SQUARE,4,163
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,99,SMALL,2061,TIMES SQUARE,5,110
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,102,BELTS,2061,TIMES SQUARE,7,177
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,103,SCARVES,2061,TIMES SQUARE,7,217
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,105,COLDWEAR,2061,TIMES SQUARE,4,73
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,116,FASHION ACCESSORIES,2061,TIMES SQUARE,1,11
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,117,SOCKS,2061,TIMES SQUARE,2,24
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,118,HATS,2061,TIMES SQUARE,6,212
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,119,TIGHTS,2061,TIMES SQUARE,13,195
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,169,SS PATTERN SHIRTS,2061,TIMES SQUARE,4,240
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,176,LS PATTERN CASUAL SHIRTS,2061,TIMES SQUARE,9,409
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,177,CREW NECKS,2061,TIMES SQUARE,1,30
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,178,MOCK NECKS,2061,TIMES SQUARE,4,139
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,180,CARDIGANS,2061,TIMES SQUARE,3,206
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,205,SWEATSHIRTS,2061,TIMES SQUARE,2,49
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,211,CROPS,2061,TIMES SQUARE,6,153
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,275,CLASSIC,2061,TIMES SQUARE,5,227
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,281,SS TEES,2061,TIMES SQUARE,32,670
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,284,SLIM,2061,TIMES SQUARE,9,360
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,300,KNIT,2061,TIMES SQUARE,6,222
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,301,WOVEN,2061,TIMES SQUARE,10,424
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,304,TREND,2061,TIMES SQUARE,4,129
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,307,SLIM,2061,TIMES SQUARE,6,299
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,308,CHINO,2061,TIMES SQUARE,11,587
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,325,WOOL BLEND PANTS,2061,TIMES SQUARE,8,708
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,327,COTTON BLEND PANTS,2061,TIMES SQUARE,2,176
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,332,SKINNY,2061,TIMES SQUARE,9,530
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,353,FLAT FRONT,2061,TIMES SQUARE,3,198
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,375,TANKS,2061,TIMES SQUARE,33,700
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,398,NOVELTY NECKS,2061,TIMES SQUARE,8,399
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,403,CLASSIC,2061,TIMES SQUARE,1,70
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,410,WOOL,2061,TIMES SQUARE,6,527
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,423,BOTTOMS,2061,TIMES SQUARE,6,55
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,435,WOOL BLEND JACKETS,2061,TIMES SQUARE,4,677
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,437,COTTON BLEND JACKETS,2061,TIMES SQUARE,4,648
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,452,W WATCHES,2061,TIMES SQUARE,1,23
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,453,FOOTWEAR,2061,TIMES SQUARE,8,490
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,454,BELTS,2061,TIMES SQUARE,10,299
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,456,MENS FRAGRANCE,2061,TIMES SQUARE,6,153
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,458,TIES,2061,TIMES SQUARE,7,275
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,460,SOCKS,2061,TIMES SQUARE,18,156
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,474,M WATCHES,2061,TIMES SQUARE,3,258
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,476,EXTRA SLIM,2061,TIMES SQUARE,3,159
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,477,SS TEES,2061,TIMES SQUARE,37,866
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,480,LS TEES,2061,TIMES SQUARE,4,70
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,504,POLOS,2061,TIMES SQUARE,10,332
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,505,TOPS,2061,TIMES SQUARE,27,418
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,532,FLEECE,2061,TIMES SQUARE,12,493
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,573,LS TEES,2061,TIMES SQUARE,12,406
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,584,V NECKS,2061,TIMES SQUARE,4,54
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,587,DENIM,2061,TIMES SQUARE,3,132
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,603,LS PATTERN DRESS SHIRTS,2061,TIMES SQUARE,25,746
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,610,VESTS,2061,TIMES SQUARE,4,232
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,621,COTTON,2061,TIMES SQUARE,1,168
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,628,TANKS,2061,TIMES SQUARE,25,748
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,634,SS TEES,2061,TIMES SQUARE,31,750
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,637,CAMIS,2061,TIMES SQUARE,5,165
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,641,CAMIS,2061,TIMES SQUARE,11,225
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,642,111 TUBES,2061,TIMES SQUARE,1,35
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,643,111 SWEATSHIRTS,2061,TIMES SQUARE,4,122
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,644,111 BRALETTES,2061,TIMES SQUARE,7,134
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,647,SS TEES,2061,TIMES SQUARE,13,313
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,650,111 BODYSUITS,2061,TIMES SQUARE,5,91
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,663,FASHION SUITING,2061,TIMES SQUARE,1,128
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,666,LS TEES,2061,TIMES SQUARE,1,38
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,668,BODYSUITS,2061,TIMES SQUARE,1,35
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,673,CROPS,2061,TIMES SQUARE,1,35
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,674,CORE SUITING,2061,TIMES SQUARE,2,116
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,677,DRESSY SEPARATES,2061,TIMES SQUARE,5,296
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,681,TOPS,2061,TIMES SQUARE,7,178
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,683,BOTTOMS,2061,TIMES SQUARE,4,95
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,695,CASUAL SEPARATES,2061,TIMES SQUARE,9,553
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,697,LEGGING,2061,TIMES SQUARE,31,985
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,698,FLARE,2061,TIMES SQUARE,1,49
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,715,FLARE,2061,TIMES SQUARE,3,111
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,716,ANKLES,2061,TIMES SQUARE,1,18
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,719,LEGGING,2061,TIMES SQUARE,34,"1,801"
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,720,SKINNY,2061,TIMES SQUARE,4,213
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,724,BARELY BOOT,2061,TIMES SQUARE,3,168
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,739,LONG,2061,TIMES SQUARE,3,106
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,743,WIDE LEG,2061,TIMES SQUARE,3,184
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,744,FLARE,2061,TIMES SQUARE,1,12
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,745,ANKLES,2061,TIMES SQUARE,3,214
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,747,SKINNY,2061,TIMES SQUARE,2,118
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,748,STRAIGHT,2061,TIMES SQUARE,4,257
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,765,PARTY/GOING OUT,2061,TIMES SQUARE,8,331
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,766,WEAR TO WORK,2061,TIMES SQUARE,4,238
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,773,DAY/OCCASION,2061,TIMES SQUARE,6,201
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,780,WEAR TO WORK,2061,TIMES SQUARE,3,176
20161,Spring 2016,2016,2/27/2016,2/27/2016,Saturday,782,DAY/OCCASION,2061,TIMES SQUARE,34,"1,873"
